HSK Set;Number;Character;Pinyin;Meaning
4;656;手里;shǒu lǐ;in one’s hands
4;657;手术;shǒushù;Operation
4;658;手套;shǒutào;glove
4;659;守;shǒu;"guard; defend; observe"
4;660;首（量）;shǒu;(measure word)
4;661;受不了;shòubuliǎo;Cannot bear sth
4;662;售货员;shòuhuòyuán;Salesperson
4;663;叔叔;shūshu;uncle
4;664;舒适;shūshì;Comfortable
4;665;熟练;shúliàn;skilled
4;666;暑假;shǔ jià;summer vacation
4;667;树林;shù lín;"wood; grove; forest"
4;668;树叶;shù yè;"leaf; tree leaf"
4;669;数据;shùjù;data
4;670;数码;shùmǎ;Digital
4;671;刷;shuā;"brush; scrub; paste up"
4;672;刷牙;shuāyá;Brush one’s teeth
4;673;刷子;shuā zi;"brush; scrub"
4;674;帅;shuài;Handsome
4;675;帅哥;shuài gē;handsome boy
4;676;率先;shuài xiān;"lead; take the lead"
4;677;睡着;shuì zháo;"sleep; fall asleep"
4;678;顺序;shùnxù;order
4;679;说不定;shuōbudìng;maybe
4;680;说服;shuōfú;Persuade
4;681;思考;sīkǎo;Reflection
4;682;似乎;sìhū;It seems that
4;683;松;sōng;"pine; loose; slack; loosen; relax; slacken"
4;684;松树;sōng shù;"pine tree; pine"
4;685;塑料;sù liào;plastic
4;686;塑料袋;sùliàodài;Plastic bag
4;687;酸;suān;acid
4;688;酸奶;suān nǎi;yogurt
4;689;随手;suíshǒu;Readily
4;690;孙女;sūn nǚ;granddaughter
4;691;孙子;sūnzi;Grandson
4;692;缩短;suōduǎn;Shorten
4;693;缩小;suō xiǎo;"reduce; lessen; narrow; shrink; zoom out"
4;694;台阶;táijiē;Steps
4;695;台上;tái shàng;on the stage
4;696;躺;tǎng;lie
4;697;套餐;tào cān;set meal
4;698;特价;tè jià;"special offer; bargain price"
4;699;特殊;tèshū;special
4;700;特征;tèzhēng;Features
4;701;提供;tígōng;provide
4;702;提醒;tíxǐng;remind
4;703;体操;tǐ cāo;gymnastics
4;704;体检;tǐ jiǎn;physical examination
4;705;体重;tǐ zhòng;body weight
4;706;替;tì;"replace; substitute; take the place of; for; on behalf of"
4;707;替代;tì dài;"replace; substitute"
4;708;天真;tiānzhēn;naive
4;709;填;tián;"fill; stuff; fill in; write"
4;710;填空;tiánkòng;Fill in the blanks
4;711;挑;tiāo;"choose; pick; select"
4;712;挑选;tiāo xuǎn;"pick; choose; select; pick out"
4;713;调皮;tiáopí;naughty
4;714;挑;tiǎo;"lift up; raise; prick; incite"
4;715;挑战;tiǎozhàn;Dekaron
4;716;贴;tiē;"stick; paste; glue; nestle up to; keep close to"
4;717;停下;tíng xià;stop
4;718;挺（动）;tǐng;"stand; hold out; endure; stick out"
4;719;通知书;tōng zhī shū;notice
4;720;同情;tóngqíng;Sympathy
4;721;童话;tónghuà;fairy tale
4;722;童年;tóng nián;"childhood; babyhood"
4;723;统计;tǒngjì;Statistics
4;724;统一;tǒngyī;Unified
4;725;痛快;tòngkuài;Happy, to one`s heart`s content
4;726;投;tóu;"throw; fling; hurl; cast; drop; put in; send; go to"
4;727;投入;tóurù;put into
4;728;投诉;tóusù;complaint
4;729;投资;tóuzī;Investment
4;730;透;tòu;"penetrate; pass through; tell secretly; show; through"
4;731;透明;tòumíng;transparent
4;732;图案;tú’àn;pattern
4;733;途中;tú zhōng;"on the way to; en route"
4;734;土地;tǔdì;land
4;735;推迟;tuīchí;delay
4;736;推销;tuīxiāo;promote sales
4;737;脱;tuō;take off
4;738;袜子;wàzi;Socks
4;739;外汇;wài huì;"foreign exchange; foreign currency"
4;740;外交官;wài jiāo guān;"diplomat; diplomatist"
4;741;外套;wài tào;coat
4;742;弯;wān;"curved; bend; turn; crooked"
4;743;晚点;wǎn diǎn;"late; behind schedule"
4;744;万一;wànyī;In case
4;745;王;wáng;"king; monarch; head; chief"
4;746;网络;wǎngluò;network
4;747;网址;wǎng zhǐ;"Internet site; website; URL"
4;748;微笑;wēixiào;Smile
4;749;微信;wēi xìn;WeChat (a Chinese social app)
4;750;围巾;wéijīn;scarf
4;751;维持;wéichí;maintain
4;752;维护;wéihù;protect
4;753;维修;wéixiū;Repair
4;754;尾巴;wěiba;tail
4;755;未必;wèibì;not necessarily
4;756;未来;wèilái;Future
4;757;位于;wèiyú;Be located
4;758;位置;wèizhì;position
4;759;味儿;wèir;"flavor; taste"
4;760;喂（动）;wèi;feed
4;761;稳;wěn;"steady; stable; sure; certain"
4;762;稳定;wěndìng;Stable
4;763;问候;wènhòu;To greet
4;764;无;wú;nothing
4;765;无法;wú fǎ;"unable; incapable"
4;766;无聊;wúliáo;Boring
4;767;无论;wúlùn;no matter
4;768;无数;wúshù;Countless
4;769;无所谓;wúsuǒwèi;cannot be designated as
4;770;无限;wú xiàn;"infinite; limitless; unlimited"
4;771;五颜六色;wǔ yán liù sè;"colourful; multicolored"
4;772;误会;wùhuì;Misunderstanding
4;773;西瓜;xīguā;watermelon
4;774;吸;xī;"inhale; breathe; absorb; suck in"
4;775;吸管;xī guǎn;straw
4;776;吸收;xīshōu;absorb
4;777;吸烟;xī yān;smoke
4;778;吸引;xīyǐn;Attract
4;779;喜爱;xǐ ài;"like; love; be fond of"
4;780;系列;xìliè;series
4;781;系统;xìtǒng;system
4;782;细;xì;"thin; slender; delicate; careful; trifling"
4;783;细节;xìjié;details
4;784;细致;xìzhì;careful
4;785;下个月;xià gè yuè;next month
4;786;下降;xià jiàng;"decline; drop; decrease; fall; go down"
4;787;下楼;xià lóu;"go downstairs; come downstairs"
4;788;下载;xiàzài;download
4;789;夏季;xià jì;summer
4;790;鲜;xiān;"fresh; bright; delicious; little; rare"
4;791;鲜花;xiān huā;fresh flower
4;792;鲜明;xiānmíng;distinct
4;793;咸;xián;salty
4;794;显著;xiǎnzhù;remarkable
4;795;县;xiàn;county
4;796;限制;xiànzhì;limit
4;797;相处;xiāngchǔ;Get along with
4;798;相反;xiāngfǎn;Contrary
4;799;箱;xiāng;"chest; box; case; trunk"
4;800;箱子;xiāng zi;"chest; bin; box; case; trunk"
4;801;想念;xiǎngniàn;miss
4;802;想象;xiǎngxiàng;imagine
4;803;项;xiàng;term
4;804;项目;xiàngmù;project
4;805;相片;xiàng piàn;"photo; photograph"
4;806;消化;xiāohuà;Digestion
4;807;销售;xiāoshòu;Sale
4;808;小吃;xiǎochī;snack
4;809;小伙子;xiǎohuǒzi;Young fellow
4;810;小型;xiǎo xíng;"small-size; small-scale"
4;811;效率;xiàolǜ;efficiency
4;812;些;xiē;some
4;813;心理;xīnlǐ;Psychology
4;814;新郎;xīnláng;Groom
4;815;新娘;xīnniáng;Bride
4;816;新鲜;xīnxiān;fresh
4;817;新型;xīn xíng;"new type; new kind"
4;818;兴奋;xīngfèn;Excitement
4;819;形容;xíngróng;describe
4;820;形势;xíngshì;situation
4;821;型;xíng;"mould; model; type; pattern"
4;822;型号;xíng hào;"model; type; pattern"
4;823;醒;xǐng;wake up
4;824;兴趣;xìng qù;interest
4;825;性质;xìngzhì;Nature
4;826;兄弟;xiōngdì;Brother
4;827;胸部;xiōng bù;"chest; thorax; breast"
4;828;修理;xiūlǐ;repair
4;829;选择;xuǎnzé;Choice
4;830;学分;xué fēn;"credit; academic credit"
4;831;学年;xué nián;"school year; academic year"
4;832;学时;xué shí;"class hour; period"
4;833;学术;xuéshù;learning
4;834;学问;xuéwen;knowledge
4;835;寻找;xúnzhǎo;Seek, look for
4;836;迅速;xùnsù;rapid
4;837;牙;yá;"tooth; ivory; tooth-like thing"
4;838;牙刷;yá shuā;toothbrush
4;839;亚运会;yà yùn huì;Asian Games
4;840;呀;ya;ah
4;841;延长;yáncháng;extend
4;842;延期;yánqī;Delay
4;843;延续;yánxù;continue
4;844;严;yán;"strict; tight; severe; stern"
4;845;严格;yángé;strict
4;846;严重;yánzhòng;serious
4;847;研究;yánjiū;research
4;848;研究生;yán jiū shēng;"postgraduate; graduate student"
4;849;研制;yán zhì;"prepare; manufacture; develop"
4;850;盐;yán;salt
4;851;眼镜;yǎnjìng;glasses
4;852;眼泪;yǎn lèi;"tear; eyedrop"
4;853;眼里;yǎn lǐ;"within one’s vision; in one’s eyes"
4;854;演讲;yǎnjiǎng;speech
4;855;阳台;yángtái;balcony
4;856;养成;yǎngchéng;Cultivate
4;857;腰;yāo;waist
4;858;摇;yáo;shake
4;859;药物;yào wù;"drug; medicine"
4;860;要（连）;yào;if
4;861;业余;yèyú;amateur
4;862;叶子;yèzi;Leaf
4;863;医疗;yī liáo;medical treatment
4;864;医学;yī xué;"medical science; medicine"
4;865;依靠;yīkào;"rely on; depend on"
4;866;依然;yīrán;still
4;867;一律;yílǜ;all and singular
4;868;一再;yízài;repeatedly
4;869;一致;yízhì;Agreement
4;870;移;yí;"move; remove; shift; change; alter"
4;871;移动;yídòng;move
4;872;移民;yímín;immigrant
4;873;遗产;yíchǎn;heritage
4;874;遗传;yíchuán;inheritance
4;875;疑问;yíwèn;Doubt
4;876;以及;yǐjí;as well as
4;877;以内;yǐ nèi;within
4;878;一般来说;yì bān lái shuō;generally speaking
4;879;义务;yìwù;obligation
4;880;议论;yìlùn;Discussion
4;881;引;yǐn;"lead; guide; draw; stretch; lure; attract; cause"
4;882;引导;yǐndǎo;guide
4;883;引进;yǐn jìn;"introduce from elsewhere; bring in; recommend"
4;884;引起;yǐnqǐ;cause
4;885;应;yīng;"should; ought to; answer; respond; promise"
4;886;英勇;yīngyǒng;heroic
4;887;营业;yíngyè;Do business
4;888;赢得;yíng dé;"gain; win"
4;889;影子;yǐngzi;shadow
4;890;勇敢;yǒnggǎn;Brave
4;891;勇气;yǒngqì;courage
4;892;用途;yòngtú;purpose
4;893;优良;yōu liáng;"fine; good; excellent"
4;894;优美;yōuměi;Graceful
4;895;优秀;yōuxiù;excellent
4;896;邮局;yóujú;Post Office
4;897;有劲儿;yǒu jìnr;"strong; energetic"
4;898;有趣;yǒuqù;interesting
4;899;有限;yǒu xiàn;"limited; finite"
4;900;幼儿园;yòu’éryuán;Kindergarten
4;901;于是;yúshì;Therefore
4;902;语法;yǔfǎ;grammar
4;903;语音;yǔ yīn;voice
4;904;玉;yù;jade
4;905;玉米;yùmǐ;Corn
4;906;预测;yù cè;"forecast; prognosis"
4;907;预订;yùdìng;"book; subscribe for"
4;908;遇;yù;"meet; encounter"
4;909;遇到;yùdào;encounter
4;910;遇见;yù jiàn;"meet; come across"
4;911;原料;yuánliào;raw material
4;912;原则;yuánzé;Principle
4;913;圆;yuán;circular
4;914;圆满;yuánmǎn;Satisfactorily
4;915;约会;yuēhuì;Date
4;916;月底;yuè dǐ;the end of a month
4;917;阅读;yuèdú;Read
4;918;运动会;yùn dòng huì;sports meeting
4;919;运动员;yùn dòng yuán;"athlete; sportsman"
4;920;运气;yùnqi;luck
4;921;运用;yùnyòng;Application
4;922;再三;zàisān;repeatedly
4;923;在乎;zàihu;care about
4;924;在于;zàiyú;rest with
4;925;赞成;zànchéng;agree
4;926;赞赏;zàn shǎng;"praise; panegyrize; eulogize; admiration"
4;927;赞助;zànzhù;Sponsor
4;928;造型;zàoxíng;"style; modeling"
4;929;战斗;zhàndòu;Battle
4;930;战胜;zhàn shèng;"defeat; conquer"
4;931;战士;zhàn shì;"warrior; soldier; fighter"
4;932;战争;zhànzhēng;War
4;933;丈夫;zhàngfu;husband
4;934;招呼;zhāo hu;"call; hail; greet; glad-hand"
4;935;着;zhe;in process of
4;936;着火;zháohuǒ;on fire
4;937;着急;zháojí;Worry
4;938;召开;zhàokāi;convene
4;939;折;zhé;fracture
4;940;针;zhēn;"needle; injection"
4;941;针对;zhēnduì;In the light of
4;942;阵;zhèn;front
4;943;争论;zhēnglùn;debate
4;944;征服;zhēngfú;Conquer
4;945;征求;zhēngqiú;seek, ask for
4;946;政府;zhèngfǔ;government
4;947;政治;zhèngzhì;Politics
4;948;之后;zhī hòu;"later; after; afterwards"
4;949;之间;zhī jiān;"between; among"
4;950;之前;zhī qián;"before; prior to"
4;951;之一;zhī yī;one of
4;952;支（动）;zhī;"put up; protrude; support; send away"
4;953;植物;zhíwù;Botany
4;954;指挥;zhǐhuī;command
4;955;制订;zhì dìng;"formulate; work out; map out"
4;956;质量;zhìliàng;quality
4;957;治;zhì;"rule; govern; manage; cure; treatment"
4;958;治疗;zhìliáo;Treatment
4;959;智力;zhìlì;intelligence
4;960;智能;zhìnéng;Intelligence
4;961;中介;zhōngjiè;intermediary
4;962;种类;zhǒnglèi;type
4;963;中奖;zhòng jiǎng;win a lottery
4;964;种;zhǒng;species
4;965;种植;zhòngzhí;plant
4;966;重量;zhòngliàng;weight
4;967;逐步;zhúbù;gradually
4;968;逐渐;zhújiàn;gradually
4;969;主题;zhǔtí;theme
4;970;主席;zhǔxí;Chairman
4;971;祝福;zhùfú;blessing
4;972;著名;zhùmíng;famous
4;973;著作;zhùzuò;Work
4;974;抓紧;zhuājǐn;"Pay close attention to; grasp"
4;975;专心;zhuānxīn;Attentively
4;976;转动;zhuǎn dòng;"turn; move; turn round"
4;977;转告;zhuǎngào;Tell
4;978;转身;zhuǎn shēn;"turn round; face about"
4;979;转弯;zhuǎn wān;"make a turn; turn a corner"
4;980;转移;zhuǎnyí;transfer
4;981;装修;zhuāngxiū;decorate house
4;982;装置;zhuāng zhì;"device; equipment"
4;983;追求;zhuīqiú;Pursuit
4;984;准时;zhǔnshí;on time
4;985;资料;zīliào;data
4;986;资源;zīyuán;Resources
4;987;自;zì;"from; since; self; oneself"
4;988;自信;zìxìn;self-confidence
4;989;字母;zìmǔ;Letter
4;990;综合;zōnghé;comprehensive
4;991;总共;zǒnggòng;In total
4;992;总理;zǒnglǐ;prime minister
4;993;总统;zǒngtǒng;President
4;994;总之;zǒngzhī;in short
4;995;阻止;zǔzhǐ;prevent
4;996;嘴巴;zuǐ ba;mouth
4;997;最初;zuìchū;First
4;998;作出;zuò chū;make (a decision, etc.)
4;999;作为;zuòwéi;As
4;1000;做梦;zuò mèng;"dream; daydream"
5;1;安慰;ānwèi;comfort
5;2;岸;àn;bank
5;3;岸上;àn shàng;"ashore; shore; bank"
5;4;按摩;ànmó;massage
5;5;拔;bá;"pluck; pull out; draw; select; choose; extract"
5;6;白酒;bái jiǔ;"Chinese Baijiu; liquor and spirits"
5;7;拜访;bàifǎng;visit
5;8;版;bǎn;"printing plate; edition; version"
5;9;扮演;bànyǎn;Play the role
5;10;棒;bàng;stick；excellent
5;11;包围;bāowéi;Surround
5;12;包装;bāozhuāng;"pack; put up; make up"
5;13;保卫;bǎowèi;Defend
5;14;保养;bǎoyǎng;maintain
5;15;报答;bàodá;"reciprocate; pay back; repay"
5;16;报警;bàojǐng;call the police
5;17;抱怨;bàoyuàn;Complain
5;18;背包;bēi bāo;"backpack; knapsack; rucksack; infantry pack"
5;19;悲剧;bēi jù;tragedy
5;20;悲伤;bēi shāng;"sad; sorrowful"
5;21;北极;běijí;arctic
5;22;被动;bèidòng;passive
5;23;辈;bèi;"generation; lifetime"
5;24;本人;běnrén;oneself
5;25;鼻子;bízi;nose
5;26;比方;bǐfāng;Example
5;27;比重;bǐzhòng;"specific gravity; proportion"
5;28;彼此;bǐcǐ;each other
5;29;必;bì;"must; certainly; necessarily"
5;30;必需;bì xū;"essential; indispensable"
5;31;毕竟;bìjìng;after all
5;32;闭幕;bì mù;"close; conclude; lower the curtain"
5;33;闭幕式;bì mù shì;closing ceremony
5;34;边境;biānjìng;"border; frontier"
5;35;编辑;biānjí;edit
5;36;编辑;biānji;editor
5;37;变动;biàn dòng;"change; alteration; variation"
5;38;便利;biànlì;facilitate
5;39;便条;biàntiáo;Note
5;40;便于;biànyú;Easy to
5;41;宾馆;bīnguǎn;hotel
5;42;饼;bǐng;"cake; cookie; pastry; round flat cake"
5;43;饼干;bǐnggān;Biscuits
5;44;病毒;bìngdú;virus
5;45;玻璃;bōli;Glass
5;46;博客;bó kè;blog
5;47;博览会;bólǎnhuì;exposition
5;48;博士;bóshì;doctor
5;49;博物馆;bówùguǎn;Museum
5;50;薄弱;bóruò;weak
5;51;不顾;búgù;disregard
5;52;不利;bú lì;"unfavourable; disadvantageous; harmful; detrimental"
5;53;不耐烦;búnàifán;Impatient
5;54;不幸;bú xìng;"misfortune; unfortunat; unfortunately"
5;55;不易;bú yì;"not easy; difficult; tough"
5;56;补偿;bǔcháng;compensate
5;57;补贴;bǔtiē;subsidy
5;58;不曾;bù céng;never
5;59;不得了;búdéliǎo;Very
5;60;不敢当;bùgǎndāng;I really don’t deserve this.
5;61;不良;bù liáng;"bad; harmful; unhealthy"
5;62;不免;bùmiǎn;unavoidable
5;63;不能不;bù néng bù;"have to; cannot but"
5;64;不时;bùshí;now and then
5;65;不停;bù tíng;"without stop; non-stop"
5;66;不许;bù xǔ;"not allow; must not; can’t"
5;67;不止;bùzhǐ;more than
5;68;不足;bùzú;insufficient
5;69;部位;bùwèi;"part; section"
5;70;猜;cāi;guess
5;71;猜测;cāi cè;"guess; conjecture; surmise"
5;72;裁判;cáipàn;Referee
5;73;采购;cǎigòu;Purchase
5;74;彩票;cǎipiào;lottery
5;75;餐馆;cān guǎn;restaurant
5;76;餐厅;cāntīng;Restaurant
5;77;餐饮;cān yǐn;"catering; repast"
5;78;草原;cǎo yuán;"grasslands; prairie"
5;79;册;cè;book (measure word)
5;80;层次;céngcì;"gradation; arrangement"
5;81;叉;chā;"fork; cross"
5;82;叉子;chāzi;Fork
5;83;差别;chābié;difference
5;84;差距;chājù;"disparity; distance"
5;85;插;chā;insert
5;86;查询;chá xún;"inquire; demand"
5;87;差（一）点儿;chā（yì）diǎnr;"almost; nearly"
5;88;拆;chāi;Remove
5;89;拆除;chāi chú;"tear down; demolish; dismantle; remove"
5;90;产业;chǎnyè;industry
5;91;长度;cháng dù;"length; extent"
5;92;长寿;cháng shòu;"long life; longevity"
5;93;肠;cháng;"intestine; bowel; intestinal"
5;94;尝;cháng;taste
5;95;尝试;chángshì;attempt
5;96;厂长;chǎng zhǎng;"factory director; plant manager"
5;97;场面;chǎngmiàn;scene
5;98;倡导;chàngdǎo;Advocate
5;99;超越;chāoyuè;Transcend
5;100;车主;chē zhǔ;car owner
5;101;称²（动）;chēng;"call; say; name; commend; weigh"
5;102;称号;chēnghào;Title
5;103;成本;chéngběn;cost
5;104;成交;chéngjiāo;Deal
5;105;成效;chéngxiào;Results, effects
5;106;成语;chéngyǔ;idiom
5;107;承办;chéngbàn;Undertake
5;108;城里;chéng lǐ;"inside the city; in town"
5;109;乘;chéng;ride
5;110;乘车;chéng chē;"riding; ride"
5;111;乘客;chéng kè;passenger
5;112;乘坐;chéngzuò;ride
5;113;吃力;chīlì;Sweaty
5;114;池子;chí zi;"pond; pool"
5;115;迟;chí;"late; delayed; slow"
5;116;冲动;chōngdòng;impulse
5;117;冲突;chōngtū;conflict
5;118;充足;chōngzú;adequate
5;119;愁;chóu;"worry; be anxious"
5;120;丑;chǒu;ugly
5;121;臭;chòu;smelly
5;122;出版;chūbǎn;publish
5;123;出差;chūchāi;A business travel
5;124;出汗;chū hàn;"sweat; sweating"
5;125;出于;chū yú;"out of; start from; proceed from; stem"
5;126;初期;chū qī;"prime; initial stage; early days"
5;127;除非;chúfēi;Unless
5;128;除夕;chúxī;the New Year’s Eve
5;129;厨房;chúfáng;Kitchen
5;130;处罚;chǔ fá;"punish; penalize; punishment"
5;131;处分;chǔfèn;prescription
5;132;处在;chǔ zài;"at; be in"
5;133;传达;chuándá;Convey
5;134;传递;chuán dì;"transmit; deliver; transfer"
5;135;传真;chuánzhēn;Fax
5;136;窗帘;chuānglián;Window curtains
5;137;闯;chuǎng;"rush; dash"
5;138;创立;chuànglì;Found
5;139;辞典;cí diǎn;dictionary
5;140;辞职;cízhí;resign
5;141;此后;cǐ hòu;"after that; hereafter; henceforth"
5;142;此刻;cǐ kè;"now; at the moment"
5;143;此时;cǐ shí;"this moment; now"
5;144;聪明;cōngming;clever
5;145;从而;cóng’ér;thus
5;146;从中;cóng zhōng;"from; therefrom"
5;147;脆;cuì;"crisp; brittle; fragile; clear voice"
5;148;存款;cún kuǎn;"deposit; bank savings"
5;149;寸;cùn;"very short; a unit of length (=1/3 decimetre)"
5;150;达成;dáchéng;Reach
5;151;答;dá;"answer; reply; respond; return"
5;152;答复;dáfù;Reply
5;153;打（介）;dǎ;"from; since"
5;154;打扮;dǎban;dress up
5;155;打包;dǎbāo;Pack
5;156;打击;dǎjī;strike
5;157;打架;dǎjià;Fight
5;158;打扰;dǎrǎo;Disturb
5;159;大胆;dà dǎn;"bold; daring; audacious; audacity"
5;160;大都;dà dōu;"for the most part; mostly"
5;161;大纲;dà gāng;"outline; main point; compendium"
5;162;大伙儿;dàhuǒr;"you all; everybody"
5;163;大奖赛;dà jiǎng sài;grand prix
5;164;大脑;dà nǎo;"cerebrum; brain"
5;165;大事;dà shì;"event; in a big way"
5;166;大厅;dà tīng;hall
5;167;大象;dàxiàng;Elephant
5;168;大熊猫;dà xióng māo;"panda; giant panda"
5;169;大于;dà yú;"be greater than; more than"
5;170;大致;dàzhì;roughly
5;171;呆;dāi;stay
5;172;待;dāi;stay
5;173;代价;dàijià;cost
5;174;代理;dàilǐ;agent
5;175;带有;dài yǒu;"with; have; bear"
5;176;贷款;dàikuǎn;"extend credit to; provide a loan"
5;177;单一;dān yī;"single; unitary; sole"
5;178;胆;dǎn;"courage; gut; bravery; gallbladder"
5;179;胆小;dǎn xiǎo;"timid; cowardly"
5;180;蛋糕;dàngāo;Cake
5;181;当场;dāngchǎng;On the spot
5;182;当代;dāngdài;Contemporary
5;183;当年;dāng nián;"in those years; in those days"
5;184;当前;dāngqián;current
5;185;当选;dāngxuǎn;"be elected; come in"
5;186;挡;dǎng;block
5;187;到来;dào lái;"arrival; advent"
5;188;倒是;dào shì;"on the contrary; contrariwise; actually"
5;189;道德;dàodé;Morality
5;190;得了;dé le;"stop it; hold it; got"
5;191;得以;dé yǐ;be able to
5;192;等候;děnghòu;Wait
5;193;等级;děngjí;"grade; rank"
5;194;低于;dī yú;"below; under"
5;195;地带;dì dài;"zone; district; region"
5;196;地形;dì xíng;"terrain; topography; orographic"
5;197;地震;dìzhèn;earthquake
5;198;递;dì;Delivery
5;199;递给;dì gěi;"hand over; pass on"
5;200;典礼;diǎnlǐ;Ceremony
5;201;点燃;diǎn rán;"light; ignite; kindle"
5;202;电池;diànchí;Battery
5;203;电饭锅;diàn fàn guō;rice cooker
5;204;电子版;diàn zǐ bǎn;electronic edition
5;205;调动;diàodòng;transfer
5;206;丢;diū;lose
5;207;动机;dòngjī;motivation
5;208;动手;dòngshǒu;DIY
5;209;动态;dòngtài;dynamic
5;210;动员;dòngyuán;mobilization
5;211;冻;dòng;freeze
5;212;洞;dòng;hole
5;213;豆制品;dòu zhì pǐn;bean products
5;214;毒;dú;"poison; toxin; narcotics; poisonous"
5;215;堆;duī;heap
5;216;对立;duìlì;Opposition
5;217;对应;duìyìng;Corresponding
5;218;吨;dūn;ton
5;219;朵;duǒ;classifier of flower
5;220;躲;duǒ;"hide; avoid; dodge"
5;221;儿女;ér nǚ;"sons and daughters; children"
5;222;耳朵;ěrduo;Ears
5;223;二维码;èr wéi mǎ;QR code
5;224;发布;fābù;Release
5;225;发觉;fājué;find
5;226;发射;fāshè;launch
5;227;发行;fāxíng;issue
5;228;罚;fá;"punish; penalize; punishment; retribution"
5;229;罚款;fákuǎn;"forfeit; amerce; fine"
5;230;法规;fǎ guī;"rule of law; statute; law"
5;231;法制;fǎ zhì;legal system
5;232;繁荣;fánróng;Boom
5;233;返回;fǎn huí;"return; backtrack; go back"
5;234;防治;fángzhì;Prevention and cure
5;235;放大;fàngdà;enlarge
5;236;放弃;fàngqì;give up
5;237;分成;fēn chéng;"divide into; separate into"
5;238;分解;fēnjiě;decompose
5;239;分类;fēn lèi;"classify; assort; classification; sort"
5;240;分离;fēn lí;"separate; sever; dissociate; detachment"
5;241;分析;fēnxī;Analysis
5;242;分享;fēn xiǎng;"share; partake"
5;243;丰收;fēngshōu;Have bumper harvest
5;244;风度;fēngdù;Manner
5;245;风光;fēngguāng;Scenery
5;246;封（动）;fēng;"seal; confer; envelop"
5;247;疯;fēng;"mad; crazy; insane"
5;248;疯狂;fēngkuáng;Insane
5;249;扶;fú;hold up
5;250;服从;fúcóng;Obey
5;251;幅;fú;classifier of picture
5;252;幅度;fúdù;"range; extent"
5;253;福利;fúlì;welfare
5;254;辅助;fǔzhù;auxiliary
5;255;负责人;fù zé rén;"principal; person in charge"
5;256;附件;fùjiàn;Enclosure
5;257;改革;gǎigé;reform
5;258;干脆;gāncuì;simply
5;259;干扰;gānrǎo;interfere
5;260;干预;gānyù;intervene
5;261;感想;gǎnxiǎng;Feel
5;262;钢笔;gāng bǐ;"pen; fountain pen"
5;263;钢琴;gāng qín;"piano; pianoforte"
5;264;高大;gāo dà;"tall; lofty"
5;265;高度;gāo dù;"altitude; height; high; highly"
5;266;高跟鞋;gāo gēn xié;high-heeled shoes
5;267;高温;gāo wēn;high temperature
5;268;高于;gāo yú;"higher than; overtop"
5;269;高原;gāo yuán;"plateau; highland; tableland"
5;270;搞;gǎo;get
5;271;搞好;gǎo hǎo;"do well; make a good job of"
5;272;歌曲;gē qǔ;song
5;273;隔壁;gébì;next door
5;274;个儿;gèr;"height; size; stature"
5;275;跟前;gēnqián;In front of
5;276;跟随;gēnsuí;follow
5;277;更换;gēng huàn;"change; replace"
5;278;更新;gēngxīn;"renovate; renew"
5;279;工艺;gōng yì;"technology; craft"
5;280;工作日;gōng zuò rì;"workday; working day"
5;281;公告;gōnggào;Notice
5;282;公认;gōngrèn;Accepted
5;283;公式;gōngshì;formula
5;284;公正;gōngzhèng;fair
5;285;共计;gòngjì;"count up to; sum to"
5;286;共享;gòng xiǎng;"enjoy together; share"
5;287;沟;gōu;"ditch; gutter; trench; gully"
5;288;沟通;gōutōng;Communicate
5;289;估计;gūjì;estimate
5;290;古老;gǔ lǎo;"ancient; old; age-old"
5;291;鼓;gǔ;"drum; beat; rouse; bulging"
5;292;鼓励;gǔlì;encourage
5;293;鼓掌;gǔzhǎng;applause
5;294;顾问;gùwèn;adviser
5;295;怪（动）;guài;blame
5;296;关怀;guānhuái;Care
5;297;关键;guānjiàn;crux
5;298;冠军;guànjūn;Champion
5;299;光荣;guāngróng;glory
5;300;光线;guāng xiàn;"light; optical line"
5;301;广;guǎng;"broad; wide; vast; extensive; numerous; spread"
5;302;广泛;guǎngfàn;widely
5;303;规划;guīhuà;Plan
5;304;鬼;guǐ;"ghost; spirit; apparition; dirty trick; terrible; smart"
5;305;柜子;guì zi;"cupboard; cabinet; chest"
5;306;滚;gǔn;rolling
5;307;锅;guō;pot
5;308;国籍;guójí;nationality
5;309;国民;guó mín;national
5;310;过度;guòdù;excessive
5;311;过敏;guòmǐn;allergy
5;312;过于;guòyú;"too; excessively"
5;313;害;hài;"evil; harm; calamity; harmful; destructive; injurious; do harm"
5;314;汗;hàn;sweat
5;315;好运;hǎo yùn;good luck
5;316;号召;hàozhào;call
5;317;合并;hébìng;merge
5;318;合成;héchéng;Synthesis
5;319;盒;hé;"box; case"
5;320;盒饭;hé fàn;box lunch
5;321;盒子;hézi;Box
5;322;贺卡;hè kǎ;greeting card
5;323;恨;hèn;hate
5;324;猴;hóu;monkey
5;325;后悔;hòuhuǐ;regret
5;326;胡同儿;hú tòngr;"alley; lane; bystreet"
5;327;胡子;hú zi;"mustache; beard"
5;328;虎;hǔ;tiger
5;329;华语;huá yǔ;"the Chinese language; Chinese"
5;330;滑;huá;slippery
5;331;化石;huàshí;Fossil
5;332;划分;huàfēn;Divide
5;333;画面;huà miàn;"frames; picture"
5;334;环节;huánjié;link
5;335;慌;huāng;"panic; flurried; confused; flustered; awfully"
